renda_mensal,score_credito,tempo_emprego,inadimplente_passado,num_produtos,tipo_cliente,valor_aprovado
7955.788089483032,505.61451838664584,5.6412102667967385,0,4,PF,36327.776183715236
3963.459563452705,420.3819046862762,1.7902817713168635,1,4,PF,23919.699431105568
3383.012794213625,594.9463150508417,1.0169789661595643,0,4,PF,18971.53687945758
3996.485912830927,527.9287574085841,7.062187429746098,0,3,PF,25677.003952908544
6830.804235404148,599.185980235269,3.213771943366735,0,2,PF,12551.13470458715
5657.502219319369,635.2219681182529,1.2795577295166711,0,2,PJ,31747.772145337334
3940.4795924659225,604.6751590976986,4.793668871942185,0,2,PF,25292.21731969898
6026.534866226712,795.2467534470745,0.20584908823963646,0,1,PF,1681.2887726183835
5194.155098696081,682.674476460232,1.973889012717029,0,4,PF,26275.37391322476
6937.289981065778,680.0474359610828,3.1607966021174843,0,2,PF,25150.206870422226
3595.8938122452955,712.2207144043402,0.800599248605534,0,4,PF,35323.944677975254
4344.6757068044635,536.1166882219231,20.884657736152672,0,2,PF,27865.39578201815
4215.783693735685,753.9111787420269,1.1729020464797122,1,7,PF,27032.424348162516
2072.9701037357627,642.423571346454,0.6983402316664269,0,5,PF,17529.377495875557
5592.240554129152,717.0480617241212,1.1378596725190913,0,3,PF,31573.02875362559
5522.110544359779,542.8142766959845,7.328011245991459,0,1,PF,28867.98656561713
5010.2269132849215,494.6241233983936,2.771325162598201,0,4,PJ,20438.497959343797
4530.825733249706,731.7889658025028,4.166829443337638,1,1,PF,20569.608332976713
2169.2585158991715,687.6409526097517,0.10616494951648639,0,2,PF,29509.132035258554
4158.709354469282,559.7948445642489,0.1751901684096702,0,2,PF,29732.16772548758
4314.570966946461,563.0336918725305,2.951378748969702,0,4,PF,23304.703722840997
3395.445461556762,762.543478441477,8.481934907777898,0,5,PF,29301.181392363178
4677.428576667981,531.0588107132672,10.824512585782784,1,2,PF,27854.286835774546
5808.101713629077,814.2672953255964,0.4534902818547664,0,2,PF,14006.868233231142
8772.371802421061,559.9379265352131,3.8648831609652516,0,2,PF,33782.61278134772
5349.155625663678,713.8391925608383,12.222453618197719,0,3,PF,8413.311136278557
5515.100781445529,617.1381524251016,2.4548923925152417,0,4,PF,34137.7523509444
4851.108168467666,710.3187431082343,8.847030824508789,0,1,PJ,30359.519051581283
1162.4575694019172,595.5885997885807,0.7175949691092814,0,4,PJ,26331.38815910013
4946.972249101566,633.7207093927706,13.69727786285637,0,5,PJ,33509.468760234064
5120.4604198820525,654.0919175395721,6.960019498419614,0,1,PF,23137.39344954213
9926.484224970573,549.7812544218527,14.179508158214002,1,2,PJ,41595.69891263837
4615.278070437755,724.0824345420126,5.644593109592982,0,3,PF,32516.34956620549
5603.094684667225,598.6786433528415,2.258099703576552,0,1,PF,35418.83547606764
4930.576460589514,627.1400084659981,13.917736546059395,0,3,PF,27520.408773532952
2662.643924760936,550.5650625391488,1.611828451439742,0,4,PF,3011.1570364588842
7285.645629030041,393.76663412046895,2.018627026807612,0,4,PF,39290.03920946563
6503.866065373548,630.8972237399831,6.033355841550835,0,3,PF,12727.783961945472
6582.063894086094,850.0,7.247583134383784,0,5,PF,27916.512413298402
3181.225090410522,728.4604287898023,13.253872410029023,0,1,PF,17898.338041886524
7805.588621872199,648.0739620265605,1.1458232657080352,1,4,PF,24536.036708831212
2196.2978744154384,623.7109170791732,7.997389274953654,0,2,PF,6827.046864162301
6173.714187600541,652.2465892812046,6.707485617017292,0,1,PF,12167.753692459935
9380.911251619957,704.711911517521,0.3296016770357838,0,4,PF,32270.697191821146
3018.927349738623,531.9187184691156,2.448772121701424,1,3,PJ,16334.356981303768
3867.404540794456,761.4321694668872,1.6617618740132432,1,2,PF,30310.128428788637
5199.302730175283,721.5381315441244,1.815552498552928,0,2,PF,18307.523096670484
3993.0486917676017,721.8185725707934,20.35711037339319,0,1,PF,15997.293811896698
1898.6731378677346,693.8475738809727,5.1469809991990045,0,2,PF,35508.08532434556
5137.125949612055,651.961665769399,6.323502451526385,0,4,PF,31064.00510506666
2875.39257254779,717.286123596682,18.77886636113732,1,4,PF,48984.48270051461
5947.184861270363,709.1814133741378,2.3676635051643706,0,6,PJ,19937.927709059895
3161.1515315323936,614.5959289058976,8.093406719431021,0,1,PF,22157.81346053534
8099.868810035079,592.6398227103099,2.8504986938955605,0,4,PF,34746.22916244479
3433.493415327526,660.1856295261987,10.183200535417038,0,1,PF,21915.590631266987
4355.876967588649,804.9020151495188,0.9962657002461488,0,2,PF,19315.070696556388
6627.034434739339,526.0892924346099,14.752473209791939,0,2,PF,40685.95352016232
2538.2713671320894,503.247473424756,1.2344393254175554,0,2,PF,21488.009029629764
5454.919869208259,666.4760841236516,1.974261916458344,0,1,PF,5866.147021718407
7614.285508564856,655.0887701856018,7.056876044507961,0,3,PF,21237.022312429443
1785.0335308775448,667.3341664370408,2.502356588495185,0,5,PF,8893.215909227269
5369.267717064608,674.3953197908501,4.685164055357775,0,1,PF,22290.24768183388
5519.765588496847,627.6797745365195,2.9400949690668092,0,2,PF,33261.94543321886
6563.645743554621,798.9863438602082,6.781152938586439,0,5,PF,27664.473734121366
2526.098578243836,489.90960215234844,1.2959995220950262,1,2,PF,9156.702250261584
2359.0867738314473,567.1502975219754,0.30118154329465263,1,2,PF,2080.752909533843
6043.883131233795,639.6745239850952,1.782870441360368,1,4,PF,29072.417821103612
5593.969346466372,485.68111888458327,3.215205269135781,0,2,PF,34891.56453086363
5500.985700691753,632.4145595567929,0.9197346982224508,0,2,PF,22857.394847127453
5692.896418993952,816.1470165728018,2.190953659796779,0,3,PF,42534.97427122509
3639.9505568430186,652.0886488295962,2.5539866066122805,1,4,PF,12186.426928868119
5464.507394322007,673.0700905718684,0.29552305768193454,1,4,PF,6367.748507699684
5586.144946597363,523.9835234827419,4.377030674777809,1,4,PF,28326.717717313506
3571.2971639472644,588.3638591960522,10.785650325194624,0,5,PF,24381.19598656138
8731.549022289513,612.4803619676063,0.8228576022456812,1,2,PF,17768.100961235265
5947.665841823575,618.2284903243766,4.554128628821411,0,1,PF,24675.02973057819
2617.3930055947026,778.1643795003769,5.464232786109861,0,3,PF,6136.120432366442
6313.1072172676595,705.7691060725125,2.7179036506796725,0,3,PF,9388.716612398206
3050.6366595453574,538.8542043062968,6.038190690047156,0,2,PF,20439.3105641768
6574.169207484904,674.6504778432005,2.6443670781082584,0,3,PF,31334.493326471573
7317.191158014808,699.8221748496785,3.5123251659203096,0,5,PF,44735.77190402764
3358.6353632965793,764.0149038521266,0.03690105720673507,0,1,PJ,38367.76224525193
6926.752258488644,808.0540686568373,5.883735941515056,0,2,PF,35264.4976466085
5825.561853872997,548.4905808172132,5.413832676009013,1,4,PF,33960.499548201915
6644.120319988981,568.9142488789662,0.19578813781308682,0,2,PF,29219.72613024076
8793.585965307895,524.2422141085384,2.2963085135505064,0,1,PF,23806.188259681887
4509.223767994259,626.5980140893018,19.323751100352617,1,5,PJ,44041.25075200318
3492.527671285021,696.6358374446335,2.7299895897809288,1,1,PF,23624.777232777393
3220.971140748953,748.7334516589102,3.4852278985845384,0,2,PJ,31065.112383151412
3368.3794300691234,642.4048976357477,12.035849445762416,0,3,PF,11903.870208981996
4845.796581171791,618.0152476745156,6.316170830807772,0,2,PF,5664.839683227598
5682.303949633288,665.175799224874,4.362208191713996,0,6,PF,37281.97761520448
5553.381598660038,566.4857098369977,7.9926056234838905,0,5,PF,32522.40241722128
6654.366498072048,850.0,9.988985809830007,1,3,PF,32278.427240160876
5026.003783755814,489.23389728819416,3.0521992544632415,0,4,PF,32359.805484930584
7907.068154314634,668.4740578895725,3.222817235449181,1,5,PF,17434.08509925772
4470.686333524088,850.0,2.439216556819023,1,2,PF,1000.0
10440.338333179237,650.6799844559998,17.011911419677435,1,2,PF,36954.17084727002
6251.334695530012,630.9960964998505,5.972856590439909,0,4,PF,39967.96954962221
3285.6848871674347,614.2554577189572,0.4344554640734276,1,4,PF,19514.57421239442
2858.2150038777754,631.9608318237592,9.93739838116295,0,7,PF,11415.80570453361
5964.944830486371,787.284847467653,3.2750192844142205,0,6,PF,32652.14364318386
4553.0744293482985,428.8138088670493,0.3561585205662998,0,4,PF,10078.18006730478
6428.000988184184,803.3433701296326,3.9893978583499825,0,3,PJ,23002.545059830838
5946.47524914709,507.6042847549855,2.699249572296216,0,5,PF,26166.860076984423
4854.342174686254,623.3347670765585,10.50841141219809,0,2,PF,26466.271675664135
3306.4125638631904,607.0755579701338,1.1407465688777112,0,6,PF,22185.951197930444
1970.3055506282708,708.855326977072,8.75686860262072,0,2,PF,24528.90741124102
4106.970095865958,490.18756481162524,4.078706631177119,0,6,PF,16373.11939202094
6712.797588646945,696.2172666081943,0.28079029470381955,0,3,PF,27595.740803410423
5428.187488260408,850.0,17.85020511355982,1,2,PF,20456.502127071
2508.522442576024,513.6825995407189,3.5935070732554744,0,5,PF,18067.390788819204
5346.361851702364,668.9706167610395,1.7186303907754372,0,3,PF,27201.848829319973
5770.634759457674,583.8017822203391,3.1687986608871324,0,2,PJ,44436.47661084892
3232.285127597734,692.5887206193036,9.754635990236144,0,2,PF,25405.313784584487
5307.450211891056,651.9147777415752,1.8185202687856585,0,1,PF,28549.445650736016
5116.417436891999,585.851309095569,1.0701534770501977,0,4,PF,24193.718648624308
2714.0594043387537,698.7872284871074,0.690975522387576,1,2,PF,18798.735650882038
5715.574720696566,830.4348109786742,1.768108039088484,0,3,PF,37128.28445813607
6121.569052736469,630.9096208272701,7.5717316698802595,0,2,PF,45035.197735827234
7166.102486350554,721.9757942148182,3.1897580193027464,0,3,PF,40766.538389182046
7107.6041040698055,520.6727042128837,1.2904972825242003,1,2,PJ,29423.232546803625
2244.661264085818,554.3563623181991,0.9087186165179261,0,1,PF,27172.648312771355
3124.349920169754,697.2406277880377,2.0227986642481524,0,2,PF,25511.735382671286
6030.070534417319,798.4116028535965,14.060755292789032,0,3,PF,24633.566938255743
6027.571901824418,685.561334878566,2.10055959878204,0,1,PF,29612.867498572177
6030.095372612096,618.6941969476845,22.16621058871158,0,2,PF,19053.213825655752
12705.462981309443,649.9291405423354,3.3201798269678733,0,3,PF,43269.05433115629
6141.781021386334,524.9592266030282,0.9871592316682497,0,1,PJ,49761.6110982214
7271.131280361198,710.4515326355366,11.08846734600884,0,4,PF,40322.248850829375
6908.003526986405,738.233306232341,3.0842222723172408,0,1,PF,38306.31165713492
6302.782502611596,604.790966716692,6.183708497195263,0,5,PF,25099.430692796384
4369.4615107193085,602.9957852240499,20.586505250561608,0,1,PF,30625.574091053677
6517.938440986535,676.5878229652049,0.25738945354293113,0,1,PF,31177.84864391856
3454.3495709248564,606.3280263959405,0.5084726612342598,1,5,PF,14181.072159179505
4526.362786519982,643.3867385374177,6.3729911360493645,1,1,PJ,34066.988948988466
4029.272904341793,850.0,1.6552100581501072,0,2,PF,27561.741577488603
5163.748278772645,625.2974299254004,1.01855175627672,0,2,PF,29501.04808002618
9629.317133347016,614.1659847978777,0.2007875341000006,0,4,PF,21673.724424793698
1265.469614816504,585.2458194364841,0.1104444250936431,0,2,PF,27850.806661816823
6372.520380749027,724.4191971499937,7.4468563890961414,0,4,PF,34084.49477582042
1774.5682576206968,631.8775826781897,0.7218549460335216,1,5,PF,13444.956102968834
4056.136268421133,585.0626961678574,3.1529338476935247,0,2,PF,19921.464999715063
7177.901193934732,782.1304032273013,4.655712567820531,0,3,PF,29332.404024027994
5128.560038190925,791.9603004513638,2.796157563870309,0,4,PF,18402.23904431671
2844.510444141388,589.9576434261295,0.13740407330152613,0,5,PF,32787.037728351126
3569.3925814800637,463.3460048639384,7.650858359617665,0,2,PF,29777.065586910023
6359.195497869352,750.7513689836923,0.0528443945082271,0,4,PF,37903.261234394806
3539.2667365657267,581.5370174239996,7.175110418121385,0,4,PF,38264.604097299845
5432.91717916395,729.0625599162769,11.188881188318529,1,2,PF,24008.258090535695
5091.143679807627,452.9896182288164,2.83556844461547,0,3,PF,5691.103915994274
3696.7993047883656,739.259733829931,3.834425816125082,1,1,PF,22270.815777593896
9287.888178650652,528.8828070719219,3.240710306721102,1,7,PF,35355.16598323308
6267.8380446360225,723.0764119066524,2.4649990806133593,0,1,PF,40426.073456612765
1000.0,651.4273067836434,10.920657427566516,0,1,PF,28353.137457224784
5372.908629538855,554.6060580603355,11.218445618418789,0,1,PF,25610.104097848096
3676.427070463224,609.2963687073219,2.045983042331863,1,1,PF,12667.332554621444
6704.866669592448,718.6318456956701,4.773465701841266,0,1,PJ,46333.43260912581
3414.9585231345986,660.5894453115234,13.080151834527406,0,1,PF,1000.0
4770.527117066202,708.4412980472484,16.358548756225147,0,5,PF,32715.401570137976
6009.974557960914,847.6440584515485,3.556138669689523,0,1,PJ,45468.213887467915
6731.510388340243,493.57583882889486,3.014931224978737,1,6,PF,22355.28008173853
2599.4071858884477,811.7212574968623,1.6334612959409631,0,3,PF,17313.38525760442
4330.997528318103,660.4355937523213,15.95531520471371,0,4,PF,30883.226721332234
4050.1093776780876,560.1215951676871,0.7705035148056729,0,1,PF,32381.41636612529
3693.341534852576,516.968637426101,4.335474393463496,1,7,PF,24413.92034891704
8530.908480562193,631.0879609222967,1.6602619653102622,0,4,PF,23898.07662952248
5809.9634219219115,742.165011192446,1.6356382008261607,0,1,PF,36202.102603113686
2478.2320913299095,637.2450879622465,2.5957054025217245,0,2,PF,32584.27462189852
6835.723894109552,801.1154930247347,33.59782080761886,0,8,PF,34923.843211148065
9244.312394025266,504.88243099484407,0.2826734899311677,0,3,PF,57221.26166557122
7064.930521102294,648.7911052153945,4.3201735964095525,0,2,PF,27083.306336266924
1961.2600680919732,524.7606555586881,0.43090674253086986,0,3,PF,26277.30847546366
4031.5318542674972,686.3631882624968,0.8392587362282147,0,4,PF,30412.255185204176
7533.822298373245,738.68873900973,2.895191692672631,0,1,PF,20398.029797981522
3584.661068762439,607.9238206318946,3.57144686309625,0,5,PF,18879.265041737104
5887.638856292457,389.5786143372866,1.4973727113287703,0,1,PF,21277.313724018706
6549.2681068586735,669.8948146796495,1.9023295238839042,1,5,PF,4976.716179000119
3146.139056843834,693.673855173351,0.45491638323689626,1,2,PF,22763.01334411118
4880.9492878763995,690.4294754961697,1.8064262313775978,0,1,PF,2990.5216089742607
1000.0,773.5782191822154,16.989779113062543,0,1,PF,20721.214842184978
2951.2247173314204,542.8946320350951,14.475579317476619,0,2,PF,15195.001099602574
4494.863697213679,718.021610545045,2.0389261636121576,0,1,PJ,37409.251863951395
2504.433636070301,769.2507512477976,4.229789715639278,0,2,PF,1000.0
8264.82260786327,472.1412415993483,12.01730014798798,0,1,PF,12100.483709007993
2139.7172440787344,681.9651825918977,0.031015108309698315,0,3,PF,12588.386572551277
4119.9110266060325,599.5820168992328,8.321677164334286,1,6,PF,26856.927352697752
5261.481154572182,641.8477326898354,14.818218591413173,0,2,PF,29244.50349526645
7882.546578132231,684.7676483538337,0.4788429631317092,0,1,PF,37224.167494347435
2128.275697641121,601.2771435886448,0.8803915486109798,0,2,PF,18062.970103683525
7326.327504309919,582.4291920838389,16.188548211409138,0,1,PF,29264.619833296252
5020.4661220391745,653.4152417488025,3.8559776142847406,0,6,PF,16719.930651437826
3036.982697904098,541.2754061137198,0.07149185354754567,0,4,PF,17490.391202885217
5924.206948526542,541.4174871114815,1.4895510011091286,0,1,PF,21984.818668683096
5398.11939114694,717.9373282956503,2.988672977894771,0,2,PF,3931.0085838996238
3799.5662456824107,535.1205964841344,5.903054343219857,1,5,PF,9838.109043407067
5139.604169980038,716.6312500909212,6.605537341168576,0,2,PF,29733.827281225862
4229.372806276479,696.2591292853951,26.931933342485248,0,3,PJ,42203.93301364313
5227.034690502496,477.41932712094035,1.6949554269810665,0,2,PF,18857.187114060544
6324.261349042094,582.2435347664345,3.8633345619544324,0,1,PJ,27922.78448671827
8172.033632290704,769.4109403047372,3.810595416972328,0,5,PF,15642.662320853298
2524.369002346302,551.8834468860318,2.60139465779218,0,3,PF,1000.0
9266.066749312533,603.5595737690612,0.9266016060389448,1,3,PF,22386.568328091522
1095.8244009549962,696.2060893251896,18.961556528390346,1,2,PF,31448.71299788101
4696.4298099288335,728.3390509282596,9.597413779439295,0,5,PF,28712.027772710866
6176.634412969153,624.8461113955505,3.4490939120805053,1,2,PF,30255.804383784216
5561.983735470065,590.2489805308359,4.622186913069447,0,2,PF,12210.275038199552
3754.6009603588127,792.2369861698508,1.2890700112906384,0,2,PF,24680.44434987442
4583.755499285449,823.8899663797579,3.9239781378005087,0,1,PF,16363.326241785984
4013.9981306823342,747.8858050781796,5.936727914885518,1,3,PF,11828.762625141986
3821.270486111577,658.5318142565025,3.6197541789296137,0,5,PF,31773.12561625416
6699.2041940420495,569.1734278359073,23.170508776151685,0,2,PF,30107.259572969393
5714.030971930095,566.9555593443434,4.725273074927703,0,2,PF,10184.638619024352
3614.1808094786916,702.2514105265758,2.3179111538684225,0,4,PF,23993.45444953875
6799.199750866502,691.8398220888683,7.395383301091531,0,5,PF,23818.345441582565
5614.599041753218,790.159859294643,0.9344348818922593,1,4,PF,7518.276763649714
6625.72423767792,715.0450092536139,2.4267301307151667,0,2,PF,16465.826664740725
6259.257683847224,499.6919698240182,2.1305764427688483,0,2,PF,43997.55828814891
3342.0099781558556,755.1947617722918,2.826471483150584,0,2,PF,33344.93075537216
3879.6379196060607,550.1939372685587,7.611253765342133,0,2,PF,1397.5906422821572
6494.587210246524,611.6028728047648,3.309919516937448,0,2,PF,23537.781715716217
6220.7405308669295,675.0200206251694,7.899746297875579,0,3,PF,26800.737686253524
4958.196812071704,849.5667489783964,4.29587781246959,0,5,PF,25760.370424289125
5234.654766617564,850.0,2.0932793851026203,0,3,PF,19606.942290690837
7555.32979157685,710.6723059136183,8.30309668864543,0,3,PF,38228.38900208185
3816.85722232834,631.6803381279612,1.360944703258735,0,5,PF,32800.34152216262
6094.194762340076,703.450564848055,1.2704820564755195,0,4,PJ,47520.67922337682
4595.614695132212,738.7655425873836,3.5109691322508203,0,1,PF,25746.783704322977
4564.63759354556,617.9332374442808,1.5112669074681186,1,2,PF,22670.076574802893
7197.55370397438,829.5211355912322,0.04564286944328279,0,1,PJ,33400.91691219999
6650.8326979760595,673.0070759191402,5.224848544077591,0,5,PF,14117.721312274454
6627.019272001277,699.7743089091394,3.577923359336209,0,1,PJ,19586.72032176074
7610.957614308658,716.5924252054461,2.9486029991851916,0,5,PF,22790.53459708746
5042.007683265518,692.1586610614456,17.05147034953414,1,4,PF,22813.595375365836
6363.905942589928,733.8940500469612,4.233813830778963,0,3,PF,14862.405870508726
4379.466486813088,588.2746813453077,9.954647641652643,0,3,PF,13198.695984309994
5648.332704976884,594.1698246053969,0.750919168739037,0,3,PF,20221.45525444051
4739.713891264631,539.9845767028305,4.210631682170712,0,1,PF,29559.932239424466
5193.991929985436,693.9501230620226,10.123995126788541,1,1,PF,23367.00828215781
6190.314050873827,727.8936503512114,4.374613519645215,0,2,PF,17738.504874231934
3363.558633533055,695.7772866151886,6.329492431770306,0,3,PF,23179.18732939271
9184.77455137092,817.4492433347538,2.326422452088375,0,3,PF,19584.25510096676
2987.965237000596,649.4403981170954,0.4850304289052596,0,3,PJ,21209.204895116516
2571.6227744245357,716.8741655592513,3.061526685652196,1,4,PF,1000.0
7316.221747000136,540.8299123860686,2.5083333998424107,0,5,PF,33192.76145340308
6583.325387925872,611.2900297525599,10.089293761294103,0,2,PF,24778.617766736483
6248.23963410431,719.5537757565778,1.398538445012143,0,2,PF,23921.216025635833
6256.69101852856,734.9102110743144,17.016131322534825,0,3,PF,39411.37477191456
4975.506454306171,620.6033052335818,15.866898233462193,0,2,PF,16660.052650872047
3205.491257028337,642.8400748141934,1.422646193108916,0,4,PF,26106.092363773758
5151.609116387453,498.21262533191907,2.1389520327275795,0,5,PF,44446.2243305109
3645.6765769757767,614.297079919339,11.29550877690156,0,4,PF,15060.61596798779
6950.239466835503,739.0383163519787,16.99932448348955,0,4,PF,17966.09367260537
4705.885236995723,707.5205016106567,2.9298934269369536,1,5,PF,8572.596929244219
3349.0056064149767,700.0665721381209,1.9356490019428678,0,2,PF,24300.59563761537
4357.228316694013,654.977368718096,3.7337315857610225,0,5,PJ,52722.345208314226
5825.862908551248,650.7063158628176,5.820063207231278,0,1,PJ,51454.00721497503
3872.5508943920504,583.9678860526553,1.5974085897829629,0,2,PF,28513.2673594924
3355.5592088671374,719.8828420202535,6.668000560401078,0,3,PF,31836.99140027617
5487.374422983825,692.097294438939,0.2651970219359077,1,3,PJ,34204.148060496176
5489.9331422174455,699.2018847992799,0.252754654061188,0,3,PF,31881.34636747397
3986.1136492577407,597.3965157332419,2.4411451790312495,0,2,PF,23687.00136488901
4057.9233887633545,434.6657080128756,2.1807030768327,0,5,PF,14071.419901266167
5464.099874715273,759.7152711753696,1.8963063511938427,0,3,PJ,52817.93150782164
2103.8313170053516,602.1162543991596,3.3767304482344684,0,2,PF,31053.005350761945
2185.0724512468896,563.7224235956879,1.9337093032494221,0,3,PF,10253.452921082657
3563.111557495128,719.3478911913994,1.0675623872149762,0,6,PF,31204.858359208338
4573.1056965763055,610.7987360080871,1.851476036529416,0,8,PF,42241.40314044693
